source,utm_source,utm_medium,utm_campaign,utm_term,utm_content,pageviews,device,country,region,city,program_interest,years_experience,current_role,salary_range,intent_text,avg_response_time_minutes,typical_objection,contacted_y,meeting_y,enrolled_y,lost_reason,lead_score,propensity_contact,propensity_meeting,propensity_enroll,expected_gmv_inr,expected_ltv_inr,cost_per_lead_inr,roi_expected,priority_bucket,time_to_first_touch_target_minutes
direct,direct,social,cloud_devops_kickoff,machine+learning+bootcamp,carousel,6,mobile,UK,SCT,Edinburgh,Full-Stack Development,2,student,15L+,New to field; need beginner-friendly curriculum,13,schedule_conflict,1,1,1,,67,0.964,0.831,0.463,72297,91890,92,785.84,B,23
email,email,email,data_analytics_fasttrack,data+science+course,carousel,3,mobile,IN,RJ,Jaipur,Data Science,4,working_professional,<3L,Interested if EMI available and recorded sessions,85,not_interested,1,1,0,research_only,49,0.726,0.33,0.062,6906,8087,734,9.41,C,86
organic_search,organic_search,cpc,cloud_devops_kickoff,devops+training,video,5,mobile,IN,MH,Mumbai,Python,3,working_professional,<3L,Interested if EMI available and recorded sessions,42,compare_options,1,0,0,competitor,51,0.782,0.364,0.099,4155,4814,234,17.76,C,161
direct,direct,cpm,ml_advanced,devops+training,text,6,desktop,IN,RJ,Jaipur,Data Science,7,working_professional,NA,Already coding; want advanced projects,8,schedule_conflict,1,0,0,timing,55,0.824,0.476,0.138,13857,18091,45,307.93,B,34
paid_search,paid_search,email,ds_bootcamp_q3,cybersecurity+program,carousel,4,mobile,IN,TN,Chennai,Data Analytics,6,working_professional,6–10L,Want a job-ready course with placement support,40,fees_high,1,1,0,budget,54,0.828,0.486,0.116,9798,12533,1737,5.64,C,207
paid_search,paid_search,email,python_fundamentals,data+science+course,text,7,mobile,IN,TS,Hyderabad,Data Science,1,working_professional,10–15L,Comparing programs; need scholarship info,35,fees_high,1,1,1,,72,0.98,0.872,0.656,144649,160224,2138,67.66,B,23
paid_search,paid_search,email,ml_advanced,machine+learning+bootcamp,carousel,6,mobile,SG,SG,Singapore,Python,0,working_professional,<3L,Want a job-ready course with placement support,35,compare_options,1,0,0,competitor,57,0.885,0.586,0.149,6829,8085,2304,2.96,B,45
paid_search,paid_search,referral,ml_advanced,data+analytics+certificate,v1,8,mobile,IN,TN,Coimbatore,Data Science,0,student,15L+,Prefer weekend classes; working full-time,36,need_more_info,1,0,0,research_only,67,0.977,0.812,0.456,66329,80770,1785,37.16,B,32
paid_search,paid_search,organic,cloud_devops_kickoff,python+course,carousel,7,mobile,IN,RJ,Jaipur,Data Science,0,working_professional,15L+,Prefer weekend classes; working full-time,19,compare_options,1,1,0,competitor,69,0.953,0.834,0.523,50710,60812,2013,25.19,B,55
paid_social,paid_social,cpm,python_fundamentals,data+analytics+certificate,video,2,tablet,US,CA,Los Angeles,Cloud & DevOps,4,working_professional,6–10L,Comparing programs; need scholarship info,54,need_more_info,0,0,0,no_response,42,0.561,0.145,0.024,3300,3866,840,3.93,C,207
influencer,influencer,organic,ml_advanced,data+science+course,carousel,4,mobile,AE,AUH,Abu Dhabi,Python,1,working_professional,<3L,Comparing programs; need scholarship info,37,need_more_info,1,0,0,research_only,51,0.748,0.388,0.074,3039,3529,938,3.24,C,239
email,email,organic,data_analytics_fasttrack,full+stack+developer,v2,1,mobile,IN,TN,Coimbatore,Full-Stack Development,3,student,6–10L,Looking to switch career in 3–6 months,58,time_commitment,1,0,0,timing,45,0.659,0.219,0.019,2488,3222,513,4.85,C,222
influencer,influencer,referral,ml_advanced,data+analytics+certificate,carousel,2,mobile,US,WA,Seattle,Machine Learning,0,working_professional,15L+,Want a job-ready course with placement support,33,authenticity,0,0,0,no_response,40,0.489,0.158,0.01,1564,2058,1914,0.82,C,232
paid_search,paid_search,cpm,cyber_jumpstart,python+course,text,4,mobile,UK,ENG,Manchester,Python,3,working_professional,10–15L,New to field; need beginner-friendly curriculum,41,need_more_info,1,0,0,research_only,64,0.961,0.726,0.35,13031,14730,2101,6.2,B,59
direct,direct,email,cyber_jumpstart,machine+learning+bootcamp,video,4,mobile,IN,DL,Delhi,Machine Learning,4,working_professional,<3L,Interested if EMI available and recorded sessions,16,need_more_info,1,1,0,research_only,56,0.871,0.516,0.164,24551,29997,60,409.18,B,47
referral,referral,cpm,data_analytics_fasttrack,data+science+course,v1,6,mobile,UK,SCT,Edinburgh,Machine Learning,1,working_professional,15L+,Looking to switch career in 3–6 months,17,finance_options,1,0,0,budget,63,0.901,0.708,0.328,47863,58408,166,288.33,B,27
organic_search,organic_search,referral,ml_advanced,data+analytics+certificate,v1,7,mobile,IN,TN,Chennai,Machine Learning,0,working_professional,10–15L,Prefer weekend classes; working full-time,47,compare_options,1,0,0,competitor,56,0.846,0.547,0.158,20436,27182,138,148.09,B,44
organic_search,organic_search,social,data_analytics_fasttrack,python+course,v2,4,desktop,IN,TN,Coimbatore,Cloud & DevOps,0,unemployed,3–6L,Already coding; want advanced projects,21,schedule_conflict,1,0,0,timing,42,0.582,0.149,0.01,814,1099,32,25.44,C,111
paid_search,paid_search,email,fsd_career_switch,data+science+course,v1,6,mobile,IN,GJ,Ahmedabad,Cybersecurity,0,working_professional,15L+,Interested if EMI available and recorded sessions,35,fees_high,1,0,0,budget,63,0.944,0.73,0.315,31324,39468,2375,13.19,B,32
paid_social,paid_social,cpm,python_fundamentals,machine+learning+bootcamp,text,6,desktop,US,NY,New York,Data Science,6,student,15L+,Looking to switch career in 3–6 months,70,time_commitment,1,1,0,timing,59,0.916,0.637,0.21,24222,32295,1302,18.6,B,38
organic_search,organic_search,social,data_analytics_fasttrack,python+course,longform,2,mobile,IN,WB,Kolkata,Cloud & DevOps,1,student,<3L,Comparing programs; need scholarship info,25,compare_options,0,0,0,no_response,46,0.64,0.268,0.039,4531,5107,171,26.5,C,193
paid_search,paid_search,email,fsd_career_switch,cybersecurity+program,video,3,mobile,IN,GJ,Ahmedabad,Machine Learning,1,unemployed,NA,Already coding; want advanced projects,26,fees_high,1,1,0,budget,56,0.87,0.528,0.181,27250,31694,1819,14.98,B,44
paid_search,paid_search,social,data_analytics_fasttrack,machine+learning+bootcamp,text,8,mobile,SG,SG,Singapore,Data Science,2,working_professional,10–15L,Already coding; want advanced projects,25,need_more_info,1,1,0,research_only,67,0.942,0.815,0.484,51561,64144,1796,28.71,B,30
paid_search,paid_search,email,ml_advanced,data+science+course,text,8,mobile,IN,DL,Delhi,Cloud & DevOps,6,unemployed,NA,Prefer weekend classes; working full-time,31,need_more_info,1,1,1,,75,0.954,0.914,0.756,81933,97121,1869,43.84,A,11
influencer,influencer,referral,data_analytics_fasttrack,full+stack+developer,v1,1,mobile,US,TX,Austin,Cloud & DevOps,5,working_professional,15L+,Comparing programs; need scholarship info,21,authenticity,1,0,0,competitor,46,0.648,0.247,0.071,9512,12132,1723,5.52,C,144
paid_social,paid_social,social,cyber_jumpstart,data+science+course,longform,2,mobile,IN,WB,Kolkata,Data Science,7,working_professional,3–6L,Want a job-ready course with placement support,20,not_ready,1,0,0,timing,51,0.764,0.355,0.062,5030,6371,955,5.27,C,99
organic_search,organic_search,social,fsd_career_switch,python+course,v2,5,mobile,IN,MH,Mumbai,Data Analytics,4,working_professional,<3L,Want a job-ready course with placement support,27,compare_options,1,1,0,competitor,56,0.86,0.51,0.178,13071,17381,289,45.23,B,56
paid_social,paid_social,referral,cloud_devops_kickoff,machine+learning+bootcamp,longform,3,mobile,IN,TN,Coimbatore,Cybersecurity,1,unemployed,3–6L,Interested if EMI available and recorded sessions,56,not_ready,0,0,0,no_response,39,0.47,0.111,0.032,3887,5138,984,3.95,C,96
direct,direct,referral,ml_advanced,data+analytics+certificate,v2,5,desktop,IN,GJ,Vadodara,Machine Learning,5,working_professional,15L+,Interested if EMI available and recorded sessions,6,schedule_conflict,1,1,0,timing,62,0.942,0.725,0.324,31229,38151,49,637.33,B,55
influencer,influencer,cpm,python_fundamentals,data+analytics+certificate,carousel,5,desktop,US,NY,New York,Data Analytics,3,student,<3L,Looking to switch career in 3–6 months,42,need_more_info,1,1,0,research_only,55,0.843,0.503,0.128,13729,16004,1026,13.38,B,33
affiliate,affiliate,email,fsd_career_switch,devops+training,carousel,6,mobile,UK,SCT,Edinburgh,Data Analytics,0,working_professional,3–6L,Prefer weekend classes; working full-time,64,compare_options,1,0,0,competitor,47,0.68,0.246,0.066,5343,7081,1360,3.93,C,146
email,email,social,ds_bootcamp_q3,machine+learning+bootcamp,video,5,mobile,IN,RJ,Jaipur,Data Science,1,student,15L+,Already coding; want advanced projects,48,time_commitment,0,0,0,no_response,55,0.816,0.499,0.164,18459,20601,259,71.27,B,52
organic_search,organic_search,email,python_fundamentals,full+stack+developer,carousel,8,mobile,IN,WB,Kolkata,Data Analytics,0,student,<3L,New to field; need beginner-friendly curriculum,30,schedule_conflict,1,1,1,,62,0.908,0.725,0.291,96171,128199,66,1457.14,B,52
email,email,organic,ds_bootcamp_q3,cybersecurity+program,v1,1,desktop,IN,WB,Kolkata,Cloud & DevOps,3,working_professional,15L+,Already coding; want advanced projects,64,time_commitment,1,0,0,timing,38,0.47,0.127,0.01,817,1024,204,4.0,C,64
email,email,cpm,fsd_career_switch,cybersecurity+program,v1,6,desktop,US,CA,San Francisco,Machine Learning,5,student,<3L,Prefer weekend classes; working full-time,64,not_interested,0,0,0,no_response,50,0.776,0.331,0.087,12922,16267,327,39.52,C,227
paid_social,paid_social,cpm,cyber_jumpstart,python+course,text,3,mobile,SG,SG,Singapore,Cybersecurity,4,student,3–6L,Comparing programs; need scholarship info,61,not_ready,1,0,0,timing,48,0.68,0.278,0.081,8580,9904,1423,6.03,C,215
organic_search,organic_search,organic,ml_advanced,data+analytics+certificate,carousel,5,desktop,IN,WB,Kolkata,Data Analytics,6,working_professional,NA,Interested if EMI available and recorded sessions,14,compare_options,1,1,0,competitor,63,0.938,0.744,0.341,32098,39183,176,182.38,B,55
email,email,cpm,python_fundamentals,machine+learning+bootcamp,v1,1,desktop,IN,GJ,Vadodara,Python,4,working_professional,3–6L,Interested if EMI available and recorded sessions,93,time_commitment,0,0,0,no_response,37,0.418,0.084,0.01,487,644,329,1.48,C,207
organic_search,organic_search,email,cloud_devops_kickoff,machine+learning+bootcamp,video,2,mobile,IN,TN,Coimbatore,Full-Stack Development,2,student,<3L,Interested if EMI available and recorded sessions,10,compare_options,1,1,0,competitor,55,0.829,0.5,0.113,9453,12635,119,79.44,B,23
affiliate,affiliate,social,fsd_career_switch,machine+learning+bootcamp,video,2,desktop,US,TX,Austin,Python,2,unemployed,10–15L,Already coding; want advanced projects,63,fees_high,1,1,0,budget,52,0.792,0.392,0.069,2232,2914,1447,1.54,C,137
paid_search,paid_search,cpm,fsd_career_switch,data+science+course,carousel,3,desktop,IN,TS,Hyderabad,Full-Stack Development,6,unemployed,NA,Prefer weekend classes; working full-time,42,fees_high,1,1,1,,67,0.972,0.808,0.435,120492,154173,1375,87.63,B,16
email,email,cpc,python_fundamentals,data+science+course,longform,5,desktop,IN,TS,Hyderabad,Data Analytics,0,working_professional,10–15L,Want a job-ready course with placement support,100,time_commitment,1,1,0,timing,47,0.69,0.247,0.061,5981,6661,420,14.24,C,107
email,email,cpc,ml_advanced,devops+training,v1,1,mobile,IN,GJ,Vadodara,Cloud & DevOps,8,working_professional,6–10L,New to field; need beginner-friendly curriculum,104,time_commitment,0,0,0,no_response,42,0.54,0.18,0.045,5637,6384,482,11.7,C,181
influencer,influencer,cpc,ml_advanced,data+analytics+certificate,carousel,5,mobile,IN,KA,Mysuru,Cloud & DevOps,8,working_professional,NA,Looking to switch career in 3–6 months,39,need_more_info,1,0,0,research_only,52,0.77,0.41,0.075,7643,10060,2396,3.19,C,213
organic_search,organic_search,social,fsd_career_switch,devops+training,text,5,mobile,IN,WB,Kolkata,Python,5,student,NA,Already coding; want advanced projects,34,schedule_conflict,1,1,0,timing,59,0.904,0.595,0.212,7061,8436,141,50.08,B,37
organic_search,organic_search,organic,ml_advanced,cybersecurity+program,carousel,6,mobile,SG,SG,Singapore,Python,2,freelancer,NA,Want a job-ready course with placement support,16,compare_options,1,1,0,competitor,54,0.849,0.44,0.1,5137,5911,207,24.82,C,177
paid_search,paid_search,cpc,cyber_jumpstart,data+science+course,text,7,mobile,IN,MH,Mumbai,Cloud & DevOps,5,freelancer,15L+,Looking to switch career in 3–6 months,31,fees_high,1,1,1,,68,0.932,0.822,0.524,107333,128976,2223,48.28,B,22
influencer,influencer,cpc,ml_advanced,cybersecurity+program,text,2,mobile,IN,WB,Kolkata,Python,0,student,15L+,New to field; need beginner-friendly curriculum,50,need_more_info,0,0,0,no_response,45,0.644,0.25,0.048,1875,2259,1087,1.72,C,71
paid_search,paid_search,cpc,cloud_devops_kickoff,machine+learning+bootcamp,v2,4,mobile,IN,KA,Mysuru,Cloud & DevOps,3,unemployed,NA,Already coding; want advanced projects,23,need_more_info,1,1,1,,60,0.891,0.652,0.26,113418,135139,2273,49.9,B,54
paid_search,paid_search,email,fsd_career_switch,python+course,carousel,9,mobile,IN,RJ,Jaipur,Cybersecurity,1,working_professional,<3L,Comparing programs; need scholarship info,32,need_more_info,1,1,0,research_only,75,0.98,0.944,0.714,55617,69983,1350,41.2,A,7
email,email,email,fsd_career_switch,machine+learning+bootcamp,v1,4,mobile,IN,MH,Mumbai,Python,2,working_professional,NA,Prefer weekend classes; working full-time,64,time_commitment,1,0,0,timing,52,0.773,0.381,0.093,4617,5299,796,5.8,C,135
email,email,social,python_fundamentals,python+course,text,1,mobile,IN,GJ,Ahmedabad,Cloud & DevOps,0,student,15L+,Looking to switch career in 3–6 months,32,time_commitment,0,0,0,no_response,46,0.648,0.274,0.04,3515,4237,738,4.76,C,107
direct,direct,organic,ml_advanced,full+stack+developer,v2,5,mobile,IN,MH,Pune,Data Analytics,1,working_professional,<3L,Want a job-ready course with placement support,17,schedule_conflict,1,1,0,timing,61,0.908,0.683,0.297,27900,31138,94,296.81,B,24
direct,direct,referral,fsd_career_switch,machine+learning+bootcamp,text,6,mobile,US,TX,Austin,Full-Stack Development,1,unemployed,15L+,Already coding; want advanced projects,21,need_more_info,1,0,0,research_only,64,0.932,0.768,0.332,39543,48499,25,1581.72,B,50
organic_search,organic_search,email,cloud_devops_kickoff,python+course,longform,7,mobile,IN,TS,Hyderabad,Full-Stack Development,7,working_professional,<3L,Interested if EMI available and recorded sessions,50,compare_options,1,0,0,competitor,68,0.979,0.807,0.49,56894,73682,250,227.58,B,42
paid_search,paid_search,cpm,cyber_jumpstart,machine+learning+bootcamp,carousel,7,tablet,UK,SCT,Edinburgh,Full-Stack Development,0,working_professional,10–15L,New to field; need beginner-friendly curriculum,28,fees_high,1,1,1,,65,0.962,0.775,0.409,87962,103745,1845,47.68,B,47
organic_search,organic_search,cpm,ml_advanced,python+course,text,3,desktop,IN,GJ,Ahmedabad,Cybersecurity,2,working_professional,6–10L,New to field; need beginner-friendly curriculum,48,schedule_conflict,1,1,0,timing,52,0.775,0.434,0.096,13299,14784,201,66.16,C,215
email,email,email,ml_advanced,machine+learning+bootcamp,carousel,2,tablet,AE,DXB,Dubai,Cloud & DevOps,5,unemployed,3–6L,New to field; need beginner-friendly curriculum,118,not_interested,1,0,0,research_only,38,0.432,0.096,0.01,823,992,740,1.11,C,197
affiliate,affiliate,cpm,cloud_devops_kickoff,python+course,carousel,4,mobile,UK,ENG,Manchester,Machine Learning,2,student,3–6L,New to field; need beginner-friendly curriculum,67,fees_high,0,0,0,no_response,54,0.809,0.466,0.122,18278,24407,700,26.11,C,214
paid_search,paid_search,cpc,cyber_jumpstart,python+course,video,10,mobile,AE,AUH,Abu Dhabi,Cybersecurity,1,working_professional,<3L,Prefer weekend classes; working full-time,22,need_more_info,1,1,0,research_only,66,0.923,0.802,0.411,34702,40803,1508,23.01,B,40
organic_search,organic_search,cpm,cloud_devops_kickoff,cybersecurity+program,text,3,mobile,IN,WB,Kolkata,Machine Learning,0,student,10–15L,Looking to switch career in 3–6 months,10,schedule_conflict,1,0,0,timing,59,0.873,0.629,0.238,29963,36406,283,105.88,B,18
influencer,influencer,social,cloud_devops_kickoff,full+stack+developer,carousel,4,mobile,UK,SCT,Edinburgh,Cybersecurity,0,student,NA,Comparing programs; need scholarship info,15,authenticity,1,1,1,,44,0.614,0.208,0.051,82882,93421,1243,66.68,C,189
paid_search,paid_search,organic,ds_bootcamp_q3,data+analytics+certificate,longform,9,desktop,IN,GJ,Vadodara,Cybersecurity,6,working_professional,6–10L,Looking to switch career in 3–6 months,26,need_more_info,1,1,1,,73,0.98,0.911,0.7,102802,136658,1459,70.46,B,45
affiliate,affiliate,referral,ds_bootcamp_q3,data+analytics+certificate,video,6,mobile,US,NY,New York,Machine Learning,0,working_professional,<3L,Comparing programs; need scholarship info,68,fees_high,1,1,0,budget,58,0.891,0.62,0.196,29883,39050,1056,28.3,B,38
direct,direct,referral,python_fundamentals,data+analytics+certificate,longform,3,mobile,SG,SG,Singapore,Python,3,working_professional,NA,New to field; need beginner-friendly curriculum,12,schedule_conflict,1,0,0,timing,45,0.645,0.219,0.043,1298,1646,95,13.66,C,74
paid_search,paid_search,organic,python_fundamentals,devops+training,v2,5,mobile,IN,GJ,Ahmedabad,Cloud & DevOps,7,student,NA,Interested if EMI available and recorded sessions,29,fees_high,1,1,0,budget,66,0.977,0.789,0.449,39930,45371,1906,20.95,B,35
paid_social,paid_social,cpc,fsd_career_switch,data+analytics+certificate,video,4,mobile,IN,DL,Delhi,Data Analytics,8,working_professional,6–10L,Interested if EMI available and recorded sessions,23,time_commitment,1,0,0,timing,49,0.735,0.298,0.088,6612,7839,1240,5.33,C,84
direct,direct,referral,ds_bootcamp_q3,full+stack+developer,carousel,4,mobile,US,TX,Austin,Cloud & DevOps,0,working_professional,<3L,Prefer weekend classes; working full-time,20,schedule_conflict,0,0,0,no_response,54,0.849,0.451,0.112,11822,13192,91,129.91,C,84
influencer,influencer,social,data_analytics_fasttrack,data+science+course,longform,1,desktop,IN,KA,Bengaluru,Cloud & DevOps,5,working_professional,10–15L,Prefer weekend classes; working full-time,57,need_more_info,1,0,0,research_only,49,0.735,0.341,0.082,10815,13390,2012,5.38,C,150
organic_search,organic_search,organic,ml_advanced,machine+learning+bootcamp,text,5,mobile,AE,AUH,Abu Dhabi,Cloud & DevOps,3,student,<3L,Interested if EMI available and recorded sessions,31,compare_options,1,1,0,competitor,47,0.669,0.299,0.039,4121,5093,85,48.48,C,164
organic_search,organic_search,cpc,ml_advanced,data+analytics+certificate,video,3,mobile,IN,WB,Kolkata,Full-Stack Development,2,student,NA,Want a job-ready course with placement support,44,compare_options,1,1,0,competitor,49,0.713,0.343,0.069,7837,9814,272,28.81,C,127
direct,direct,cpm,cloud_devops_kickoff,python+course,longform,2,mobile,IN,GJ,Vadodara,Machine Learning,7,working_professional,15L+,Comparing programs; need scholarship info,12,schedule_conflict,1,0,0,timing,52,0.81,0.413,0.076,9236,11810,29,318.48,C,104
direct,direct,cpm,fsd_career_switch,machine+learning+bootcamp,v1,7,mobile,IN,WB,Kolkata,Cybersecurity,1,student,10–15L,New to field; need beginner-friendly curriculum,14,schedule_conflict,1,1,1,,72,0.959,0.908,0.622,101357,133668,81,1251.32,B,52
paid_social,paid_social,cpm,ds_bootcamp_q3,data+science+course,longform,2,mobile,IN,DL,Delhi,Data Analytics,6,working_professional,<3L,Already coding; want advanced projects,41,not_ready,0,0,0,no_response,41,0.543,0.148,0.036,3185,4174,849,3.75,C,116
email,email,organic,cyber_jumpstart,machine+learning+bootcamp,v1,4,desktop,UK,SCT,Edinburgh,Data Science,2,working_professional,15L+,Prefer weekend classes; working full-time,40,not_interested,1,0,0,research_only,44,0.636,0.215,0.034,3286,3889,767,4.28,C,155
referral,referral,social,fsd_career_switch,data+science+course,video,2,desktop,IN,WB,Kolkata,Cybersecurity,10,working_professional,<3L,Looking to switch career in 3–6 months,18,finance_options,1,1,0,budget,62,0.932,0.688,0.31,34177,39155,143,239.0,B,59
direct,direct,organic,fsd_career_switch,python+course,text,2,desktop,IN,GJ,Vadodara,Full-Stack Development,0,working_professional,<3L,Looking to switch career in 3–6 months,19,need_more_info,1,1,1,,55,0.821,0.494,0.123,78056,92094,86,907.63,B,20
paid_social,paid_social,cpm,data_analytics_fasttrack,python+course,v2,1,mobile,SG,SG,Singapore,Data Analytics,2,working_professional,15L+,Already coding; want advanced projects,57,need_more_info,0,0,0,no_response,36,0.376,0.093,0.01,1026,1300,971,1.06,C,212
influencer,influencer,email,fsd_career_switch,data+analytics+certificate,video,4,desktop,IN,WB,Kolkata,Data Analytics,4,working_professional,6–10L,Already coding; want advanced projects,20,need_more_info,1,1,0,research_only,54,0.821,0.49,0.129,11812,14888,2019,5.85,C,182
organic_search,organic_search,organic,data_analytics_fasttrack,python+course,carousel,5,mobile,IN,RJ,Jaipur,Python,1,student,10–15L,Want a job-ready course with placement support,48,schedule_conflict,1,0,0,timing,56,0.882,0.502,0.125,2611,3149,76,34.36,B,30
referral,referral,organic,cyber_jumpstart,data+analytics+certificate,v2,4,mobile,IN,GJ,Vadodara,Full-Stack Development,0,student,NA,Already coding; want advanced projects,12,fees_high,0,0,0,no_response,67,0.946,0.828,0.452,56892,70786,16,3555.75,B,44
referral,referral,organic,python_fundamentals,cybersecurity+program,text,6,mobile,IN,DL,Delhi,Full-Stack Development,7,working_professional,10–15L,New to field; need beginner-friendly curriculum,22,fees_high,1,1,1,,80,0.966,0.946,0.818,128746,162890,49,2627.47,A,5
referral,referral,referral,cyber_jumpstart,cybersecurity+program,longform,6,mobile,US,TX,Dallas,Python,4,working_professional,15L+,Looking to switch career in 3–6 months,28,finance_options,1,1,1,,70,0.976,0.856,0.584,45297,55833,124,365.3,B,34
paid_search,paid_search,social,python_fundamentals,python+course,longform,4,mobile,IN,WB,Kolkata,Data Science,0,student,10–15L,New to field; need beginner-friendly curriculum,43,fees_high,0,0,0,no_response,57,0.859,0.555,0.165,13172,15798,1817,7.25,B,24
paid_social,paid_social,referral,ds_bootcamp_q3,cybersecurity+program,carousel,2,desktop,IN,KA,Mysuru,Python,5,unemployed,10–15L,Looking to switch career in 3–6 months,27,time_commitment,0,0,0,no_response,43,0.561,0.175,0.032,831,1048,1159,0.72,C,87
paid_search,paid_search,cpm,ml_advanced,cybersecurity+program,video,9,desktop,IN,MH,Pune,Python,6,working_professional,6–10L,Interested if EMI available and recorded sessions,42,fees_high,1,1,1,,71,0.979,0.877,0.608,29850,39072,1998,14.94,B,53
influencer,influencer,referral,ds_bootcamp_q3,machine+learning+bootcamp,v1,1,mobile,AE,DXB,Dubai,Cybersecurity,0,working_professional,NA,Comparing programs; need scholarship info,42,authenticity,0,0,0,no_response,37,0.406,0.074,0.01,1160,1352,2379,0.49,C,234
organic_search,organic_search,social,ds_bootcamp_q3,full+stack+developer,v1,3,desktop,IN,DL,Delhi,Cloud & DevOps,3,working_professional,15L+,Want a job-ready course with placement support,17,compare_options,1,1,0,competitor,63,0.957,0.738,0.332,35995,46699,12,2999.58,B,44
referral,referral,referral,data_analytics_fasttrack,machine+learning+bootcamp,v1,6,mobile,IN,RJ,Jaipur,Full-Stack Development,2,unemployed,6–10L,Prefer weekend classes; working full-time,27,finance_options,1,1,1,,76,0.98,0.941,0.745,96011,120647,7,13715.86,A,8
referral,referral,email,data_analytics_fasttrack,devops+training,text,3,mobile,IN,GJ,Vadodara,Full-Stack Development,0,unemployed,10–15L,Interested if EMI available and recorded sessions,15,fees_high,1,1,0,budget,53,0.793,0.422,0.095,9860,11549,141,69.93,C,123
email,email,referral,fsd_career_switch,devops+training,carousel,2,mobile,US,NY,New York,Data Science,0,student,6–10L,Already coding; want advanced projects,111,not_interested,1,0,0,research_only,45,0.64,0.246,0.012,1096,1224,269,4.07,C,118
influencer,influencer,referral,cloud_devops_kickoff,machine+learning+bootcamp,v1,5,desktop,IN,TN,Chennai,Full-Stack Development,0,freelancer,15L+,Want a job-ready course with placement support,49,authenticity,1,1,1,,50,0.766,0.342,0.078,122126,153172,1595,76.57,C,61
direct,direct,cpm,cyber_jumpstart,data+science+course,video,2,mobile,US,NY,New York,Cloud & DevOps,0,unemployed,NA,Already coding; want advanced projects,18,schedule_conflict,1,0,0,timing,39,0.501,0.12,0.023,2138,2393,27,79.19,C,107
organic_search,organic_search,email,ml_advanced,full+stack+developer,video,6,mobile,IN,MH,Pune,Data Analytics,2,student,15L+,Comparing programs; need scholarship info,40,compare_options,1,1,0,competitor,67,0.954,0.825,0.492,49377,62287,4,12344.25,B,15
organic_search,organic_search,cpm,fsd_career_switch,data+science+course,text,4,mobile,IN,GJ,Vadodara,Cloud & DevOps,6,working_professional,<3L,Want a job-ready course with placement support,47,compare_options,0,0,0,no_response,57,0.895,0.56,0.166,22814,30776,238,95.86,B,47
paid_social,paid_social,organic,ds_bootcamp_q3,devops+training,v1,5,mobile,IN,TS,Hyderabad,Full-Stack Development,6,working_professional,3–6L,Already coding; want advanced projects,22,not_ready,1,1,0,timing,49,0.725,0.291,0.06,7830,9661,1660,4.72,C,190
direct,direct,cpc,python_fundamentals,machine+learning+bootcamp,text,4,mobile,IN,DL,Delhi,Cloud & DevOps,4,unemployed,6–10L,Already coding; want advanced projects,14,schedule_conflict,1,1,0,timing,51,0.781,0.395,0.053,4761,6209,17,280.06,C,64
email,email,cpm,python_fundamentals,machine+learning+bootcamp,v2,4,mobile,US,NY,New York,Data Science,3,student,6–10L,Prefer weekend classes; working full-time,32,time_commitment,1,0,0,timing,41,0.508,0.146,0.043,6336,7229,697,9.09,C,239
referral,referral,organic,data_analytics_fasttrack,cybersecurity+program,longform,5,mobile,IN,GJ,Vadodara,Machine Learning,5,student,15L+,Comparing programs; need scholarship info,20,fees_high,1,1,1,,74,0.956,0.936,0.706,128862,148275,35,3681.77,B,19
organic_search,organic_search,social,fsd_career_switch,devops+training,v1,5,mobile,IN,TS,Hyderabad,Data Science,0,unemployed,<3L,Looking to switch career in 3–6 months,33,compare_options,1,0,0,competitor,51,0.779,0.379,0.111,12762,14564,173,73.77,C,202
paid_social,paid_social,cpc,cyber_jumpstart,full+stack+developer,longform,2,mobile,UK,SCT,Edinburgh,Cybersecurity,3,unemployed,NA,New to field; need beginner-friendly curriculum,67,need_more_info,0,0,0,no_response,41,0.502,0.149,0.01,925,1029,1029,0.9,C,240
paid_social,paid_social,organic,cloud_devops_kickoff,cybersecurity+program,longform,1,mobile,IN,MH,Mumbai,Cloud & DevOps,6,student,15L+,Prefer weekend classes; working full-time,37,not_ready,1,0,0,timing,41,0.558,0.142,0.026,3092,3842,822,3.76,C,187
paid_social,paid_social,email,cloud_devops_kickoff,devops+training,video,5,mobile,IN,TS,Hyderabad,Python,2,working_professional,6–10L,Comparing programs; need scholarship info,38,time_commitment,1,0,0,timing,48,0.729,0.306,0.078,4418,5223,1469,3.01,C,121
influencer,influencer,referral,python_fundamentals,data+analytics+certificate,video,3,mobile,IN,WB,Kolkata,Cloud & DevOps,1,working_professional,NA,New to field; need beginner-friendly curriculum,41,authenticity,1,1,0,competitor,54,0.798,0.463,0.116,10956,14709,2188,5.01,C,155
paid_social,paid_social,cpm,python_fundamentals,devops+training,longform,4,mobile,IN,KA,Bengaluru,Machine Learning,1,student,<3L,Looking to switch career in 3–6 months,74,not_ready,0,0,0,no_response,50,0.727,0.372,0.049,6302,7860,815,7.73,C,217
paid_search,paid_search,cpm,data_analytics_fasttrack,devops+training,v2,4,mobile,IN,MH,Pune,Data Science,8,student,10–15L,Already coding; want advanced projects,45,compare_options,1,1,0,competitor,72,0.958,0.92,0.625,79950,100341,2201,36.32,B,31
